,gene,beta,alpha,delta,ductal,endothelial,gamma,macrophage,quiescent_stellate,activated_stellate
125,Igfbp5,0.5431218545091719,0.0,0.46709237236237744,0.3622168711035015,9.769862524214442,0.15617376188860604,0.16666666666666663,45.30546952540795,0.8017837257372732
126,Rgs5,0.06677755445197227,0.19013997541484476,0.0,2.5559070632021443,1.4705959631068921,0.15617376188860604,0.0,5.995141418602832,4.484405212499213
127,S1pr3,0.0,0.0,0.0,0.0,1.0013024569848428,0.0,0.0,4.554531345998578,0.42581531362632
128,Vim,0.11538019909623526,0.34310112171039436,0.3826888649340647,0.13385212056282075,5.024494272688325,0.15617376188860607,6.371252399870619,8.515752394997987,24.63636640112639
129,Ptp4a3,0.6452153032338503,1.2069880117974499,0.593817411400401,0.3427125489014357,3.948645947285721,0.9938837346736189,0.44721359549995787,14.061579911312247,0.0
130,Smtn,0.1974387000526422,0.0,0.06772854614785963,0.9774226363009757,2.0969614730499315,0.0,0.0,3.061352297734093,2.36852065853142
131,Ndufa4l2,0.07461762019259623,0.07235746052924215,0.0955616763742655,0.10406470346997884,1.030956566484182,0.0,0.0,3.035863342604147,2.878491668515698
132,Ngf,0.07461762019259624,0.12466543819257399,0.2709141845914385,1.5866229113351804,0.6311022608114257,0.21808478995509087,0.0,3.4379661823322683,1.231455852429764
133,Mgp,0.8229815924788242,0.10205926017510447,0.13451749418695375,0.229132404790367,36.724830409350545,0.15617376188860607,0.16666666666666666,195.05990920128443,35.89124292472077
134,Sema6d,0.20993174568818634,0.3297501914438161,0.29154723221173656,0.06030226891555272,1.9348151178326916,0.21808478995509087,0.16666666666666666,4.204640403776449,0.5789342235218394
135,Serpinh1,0.4406784250055986,0.865110132567802,0.8576430001253289,1.0989528707260263,3.8568374992702625,1.0718117781611087,0.0,5.915532479357929,22.257854521765747
136,Ldha,1.5814259805959248,2.908497067949079,3.102567457740655,4.643128936093253,5.062141216332098,3.780727765791183,4.698784037234678,6.291559328092552,5.627639795716289
137,Epas1,0.08169352187178938,0.33439712680103256,0.7696193028962572,0.5631930958133852,3.2823861768016633,1.3247181016278473,0.0,4.588829295318428,0.2672612419124244
138,Stc1,0.35958897789412314,0.2572722930892532,0.8313728542168173,0.344720345770773,3.209843711633371,0.15617376188860604,0.0,10.49831491698583,1.4238934396479703
139,Cald1,0.2774360681757407,0.6001285799583099,0.2580050559326735,2.868574438617062,1.582737130450263,0.9461088474480683,0.0,3.3686534530812935,3.505098327538656
140,Col1a1,0.0,0.0,0.0955616763742655,0.08512452333177463,0.0,0.0,0.0,0.0,24.267737367193444
141,Il11,0.10544212698129722,0.14471492105848427,0.0,0.43797810164236317,0.36759581235874383,0.21808478995509087,0.0,12.598951544414376,49.42510151067633
142,Ifitm3,0.11052858833314877,0.43070366719950465,0.11676743589062542,1.057723513583673,6.482140233605921,0.15617376188860607,4.50493556496033,5.033376115057733,14.982040530633284
143,Fstl1,0.06677755445197228,0.0,0.0,0.4334090417589762,1.6079966469359288,0.0,0.0,3.1271246246562288,3.441824203261091
144,Il6,0.03344500310453256,0.0,0.0,0.12060453783110546,0.16778376539443354,0.0,0.16666666666666666,4.615062015813627,9.646499108741216
145,Col5a2,0.0,0.0,0.0,0.0,0.2368422576964635,0.0,0.0,0.6746362983564771,2.6890089681459286
146,Igfbp7,0.7182577467109196,1.450002613047692,2.172165306353213,5.099279780520634,9.088708892906968,0.9186416270909948,0.0,9.996854269326233,6.834383015956248
147,Sdc1,0.047271886712018825,0.10205926017510449,0.19001409583076453,1.0259797137011741,0.4318900758751626,0.0,1.2522994722724943,0.3233153877609249,1.542439911024374
148,Lgals1,0.057863538795646215,0.14471492105848432,0.06772854614785961,0.7904204151258017,0.25032561424621064,0.0,0.9063269671749656,1.3750788388801514,2.5027457449242148
149,Tpm4,1.6699924979831584,1.6725129391282423,1.1164493821627348,5.157076171471035,4.747311000446447,0.8402961150544549,2.475915735674122,2.3443201973683294,6.085923228111043
150,Dcn,0.03344500310453256,0.0,0.0,0.0,0.0,0.0,0.0,0.29172998299578906,12.810538244347509
151,Col3a1,0.0,0.0,0.0,0.0,0.25445667890399126,0.0,0.0,1.1363964338047294,11.262111917183422
152,Col5a1,0.0,0.0,0.0,0.0,0.14584217692177975,0.0,0.0,0.3116605283339055,2.9510661139308976
153,Tnc,0.033445003104532564,0.0,0.0,0.10406470346997883,0.2676371663269127,0.0,0.0,1.3131372071110288,54.71549793509801
